id,target
1992,Bird
1993,Airplane
1994,Bird
1995,Bird
1996,Bird
1997,Airplane
1998,Bird
1999,Bird
2000,Bird
2001,Bird
2002,Airplane
2003,Bird
2004,Bird
2005,Bird
2006,Airplane
2007,Bird
2008,Airplane
2009,Airplane
2010,Airplane
2011,Airplane
2012,Bird
2013,Bird
2014,Bird
2015,Bird
2016,Airplane
2017,Airplane
2018,Airplane
2019,Airplane
2020,Bird
2021,Bird
2022,Airplane
2023,Airplane
2024,Bird
2025,Airplane
2026,Bird
2027,Airplane
2028,Airplane
2029,Airplane
2030,Bird
2031,Airplane
2032,Bird
2033,Airplane
2034,Airplane
2035,Bird
2036,Bird
2037,Bird
2038,Bird
2039,Airplane
2040,Airplane
2041,Bird
2042,Airplane
2043,Bird
2044,Airplane
2045,Bird
2046,Bird
2047,Airplane
2048,Bird
2049,Bird
2050,Airplane
2051,Bird
2052,Bird
2053,Airplane
2054,Bird
2055,Bird
2056,Airplane
2057,Bird
2058,Bird
2059,Bird
2060,Airplane
2061,Bird
2062,Airplane
2063,Airplane
2064,Bird
2065,Bird
2066,Airplane
2067,Airplane
2068,Bird
2069,Airplane
2070,Airplane
2071,Airplane
2072,Bird
2073,Airplane
2074,Bird
2075,Bird
2076,Airplane
2077,Airplane
2078,Airplane
2079,Airplane
2080,Airplane
2081,Bird
2082,Bird
2083,Bird
2084,Bird
2085,Bird
2086,Airplane
2087,Bird
2088,Airplane
2089,Bird
2090,Airplane
2091,Bird
2092,Bird
2093,Airplane
2094,Airplane
2095,Bird
2096,Airplane
2097,Bird
2098,Bird
2099,Airplane
2100,Bird
2101,Airplane
2102,Airplane
2103,Airplane
2104,Airplane
2105,Bird
2106,Airplane
2107,Airplane
2108,Airplane
2109,Airplane
2110,Bird
2111,Airplane
2112,Airplane
2113,Bird
2114,Airplane
2115,Bird
2116,Airplane
2117,Bird
2118,Airplane
2119,Airplane
2120,Bird
2121,Airplane
2122,Bird
2123,Bird
2124,Bird
2125,Bird
2126,Bird
2127,Bird
2128,Bird
2129,Bird
2130,Bird
2131,Airplane
2132,Airplane
2133,Airplane
2134,Airplane
2135,Bird
2136,Airplane
2137,Airplane
2138,Bird
2139,Bird
2140,Bird
2141,Bird
2142,Bird
2143,Airplane
2144,Airplane
2145,Bird
2146,Airplane
2147,Bird
2148,Bird
2149,Bird
2150,Airplane
2151,Bird
2152,Airplane
2153,Bird
2154,Bird
2155,Bird
2156,Bird
2157,Bird
2158,Bird
2159,Airplane
2160,Bird
2161,Bird
2162,Bird
2163,Bird
2164,Bird
2165,Bird
2166,Bird
2167,Bird
2168,Airplane
2169,Airplane
2170,Bird
2171,Bird
2172,Airplane
2173,Bird
2174,Bird
2175,Airplane
2176,Airplane
2177,Airplane
2178,Airplane
2179,Bird
2180,Bird
2181,Bird
2182,Airplane
2183,Airplane
2184,Airplane
2185,Bird
2186,Bird
2187,Bird
2188,Airplane
2189,Airplane
2190,Airplane
2191,Airplane
2192,Bird
2193,Bird
2194,Airplane
2195,Airplane
2196,Airplane
2197,Airplane
2198,Airplane
2199,Bird
2200,Bird
2201,Airplane
2202,Airplane
2203,Airplane
2204,Airplane
2205,Airplane
2206,Bird
2207,Airplane
2208,Airplane
2209,Airplane
2210,Airplane
2211,Airplane
2212,Airplane
2213,Airplane
2214,Bird
2215,Airplane
2216,Bird
2217,Bird
2218,Airplane
2219,Bird
2220,Airplane
2221,Airplane
2222,Airplane
2223,Bird
2224,Airplane
2225,Airplane
2226,Airplane
2227,Airplane
2228,Bird
2229,Bird
2230,Bird
2231,Bird
2232,Bird
2233,Bird
2234,Airplane
2235,Airplane
2236,Bird
2237,Bird
2238,Airplane
2239,Bird
2240,Airplane
2241,Bird
2242,Bird
2243,Airplane
2244,Airplane
2245,Bird
2246,Bird
2247,Bird
2248,Bird
2249,Airplane
2250,Bird
2251,Airplane
2252,Airplane
2253,Airplane
2254,Airplane
2255,Airplane
2256,Bird
2257,Bird
2258,Airplane
2259,Airplane
2260,Airplane
2261,Bird
2262,Airplane
2263,Airplane
2264,Bird
2265,Airplane
2266,Bird
2267,Bird
2268,Airplane
2269,Airplane
2270,Bird
2271,Airplane
2272,Bird
2273,Bird
2274,Airplane
2275,Airplane
2276,Bird
2277,Airplane
2278,Bird
2279,Bird
2280,Bird
2281,Airplane
2282,Airplane
2283,Airplane
2284,Bird
2285,Airplane
2286,Airplane
2287,Bird
2288,Airplane
2289,Airplane
2290,Bird
2291,Airplane
2292,Airplane
2293,Bird
2294,Bird
2295,Airplane
2296,Bird
2297,Airplane
2298,Airplane
2299,Bird
2300,Bird
2301,Airplane
2302,Bird
2303,Airplane
2304,Bird
2305,Bird
2306,Bird
2307,Bird
2308,Bird
2309,Airplane
2310,Bird
2311,Bird
2312,Bird
2313,Bird
2314,Bird
2315,Airplane
2316,Airplane
2317,Bird
2318,Airplane
2319,Bird
2320,Bird
2321,Bird
2322,Airplane
2323,Airplane
2324,Bird
2325,Bird
2326,Bird
2327,Bird
2328,Bird
2329,Airplane
2330,Airplane
2331,Airplane
2332,Bird
2333,Bird
2334,Airplane
2335,Bird
2336,Airplane
2337,Airplane
2338,Bird
2339,Airplane
2340,Bird
2341,Airplane
2342,Bird
2343,Bird
2344,Bird
2345,Airplane
2346,Airplane
2347,Airplane
2348,Airplane
2349,Airplane
2350,Airplane
2351,Airplane
2352,Bird
2353,Airplane
2354,Bird
2355,Bird
2356,Bird
2357,Airplane
2358,Airplane
2359,Bird
2360,Bird
2361,Bird
2362,Airplane
2363,Airplane
2364,Airplane
2365,Airplane
2366,Bird
2367,Airplane
2368,Bird
2369,Bird
2370,Bird
2371,Bird
2372,Bird
2373,Airplane
2374,Bird
2375,Bird
2376,Airplane
2377,Airplane
2378,Bird
2379,Airplane
2380,Airplane
2381,Bird
2382,Airplane
2383,Airplane
2384,Airplane
2385,Bird
2386,Airplane
2387,Bird
2388,Bird
2389,Bird
2390,Bird
2391,Airplane
2392,Bird
2393,Airplane
2394,Airplane
2395,Airplane
2396,Bird
2397,Bird
2398,Bird
2399,Bird
2400,Bird
2401,Airplane
2402,Airplane
2403,Bird
2404,Airplane
2405,Airplane
2406,Airplane
2407,Bird
2408,Bird
2409,Airplane
2410,Airplane
2411,Bird
2412,Airplane
2413,Bird
2414,Airplane
2415,Bird
2416,Airplane
2417,Bird
2418,Bird
2419,Airplane
2420,Airplane
2421,Airplane
2422,Airplane
2423,Bird
2424,Bird
2425,Bird
2426,Airplane
2427,Airplane
2428,Bird
2429,Airplane
2430,Bird
2431,Airplane
2432,Airplane
2433,Bird
2434,Bird
2435,Airplane
2436,Bird
2437,Airplane
2438,Bird
2439,Airplane
2440,Airplane
2441,Airplane
2442,Bird
2443,Bird
2444,Airplane
2445,Airplane
2446,Airplane
2447,Airplane
2448,Airplane
2449,Airplane
2450,Airplane
2451,Airplane
2452,Bird
2453,Bird
2454,Bird
2455,Airplane
2456,Airplane
2457,Bird
2458,Airplane
2459,Airplane
2460,Bird
2461,Airplane
2462,Airplane
2463,Airplane
2464,Airplane
2465,Bird
2466,Airplane
2467,Bird
2468,Airplane
2469,Bird
2470,Airplane
2471,Bird
2472,Airplane
2473,Airplane
2474,Airplane
2475,Bird
2476,Bird
2477,Airplane
2478,Bird
2479,Airplane
2480,Airplane
2481,Airplane
2482,Bird
2483,Bird
2484,Airplane
2485,Airplane
2486,Airplane
2487,Airplane
2488,Airplane
2489,Bird
2490,Bird
2491,Airplane
2492,Airplane
2493,Airplane
2494,Airplane
2495,Bird
2496,Bird
2497,Bird
2498,Airplane
2499,Airplane
2500,Bird
2501,Airplane
2502,Airplane
2503,Airplane
2504,Airplane
2505,Bird
2506,Bird
2507,Bird
2508,Airplane
2509,Bird
2510,Bird
2511,Bird
2512,Bird
2513,Bird
2514,Airplane
2515,Bird
2516,Bird
2517,Airplane
2518,Airplane
2519,Airplane
2520,Airplane
2521,Airplane
2522,Airplane
2523,Airplane
2524,Airplane
2525,Airplane
2526,Airplane
2527,Airplane
2528,Airplane
2529,Bird
2530,Airplane
2531,Bird
2532,Bird
2533,Bird
2534,Bird
2535,Airplane
2536,Airplane
2537,Bird
2538,Airplane
2539,Airplane
2540,Bird
2541,Airplane
2542,Bird
2543,Airplane
2544,Bird
2545,Bird
2546,Airplane
2547,Bird
2548,Bird
2549,Airplane
2550,Airplane
2551,Bird
2552,Bird
2553,Airplane
2554,Bird
2555,Bird
2556,Airplane
2557,Bird
2558,Airplane
2559,Airplane
2560,Airplane
2561,Airplane
2562,Bird
2563,Bird
2564,Airplane
2565,Airplane
2566,Airplane
2567,Airplane
2568,Bird
2569,Bird
2570,Airplane
2571,Airplane
2572,Airplane
2573,Airplane
2574,Bird
2575,Bird
2576,Airplane
2577,Bird
2578,Bird
2579,Bird
2580,Airplane
2581,Airplane
2582,Airplane
2583,Bird
2584,Bird
2585,Bird
2586,Airplane
2587,Bird
2588,Bird
2589,Bird
2590,Bird
2591,Airplane
2592,Airplane
2593,Bird
2594,Bird
2595,Airplane
2596,Bird
2597,Airplane
2598,Airplane
2599,Bird
2600,Bird
2601,Airplane
2602,Airplane
2603,Airplane
2604,Airplane
2605,Airplane
2606,Airplane
2607,Bird
2608,Airplane
2609,Airplane
2610,Airplane
2611,Airplane
2612,Bird
2613,Bird
2614,Airplane
2615,Bird
2616,Airplane
2617,Airplane
2618,Airplane
2619,Bird
2620,Airplane
2621,Airplane
2622,Bird
2623,Airplane
2624,Airplane
2625,Bird
2626,Airplane
2627,Bird
2628,Bird
2629,Bird
2630,Airplane
2631,Airplane
2632,Bird
2633,Bird
2634,Bird
2635,Bird
2636,Airplane
2637,Airplane
2638,Bird
2639,Airplane
2640,Bird
2641,Bird
2642,Airplane
2643,Airplane
2644,Bird
2645,Bird
2646,Airplane
2647,Bird
2648,Bird
2649,Bird
2650,Airplane
2651,Airplane
2652,Airplane
2653,Bird
2654,Airplane
2655,Bird
2656,Bird
2657,Airplane
2658,Airplane
2659,Bird
2660,Bird
2661,Airplane
2662,Airplane
2663,Bird
2664,Bird
2665,Airplane
2666,Airplane
2667,Bird
2668,Bird
2669,Bird
2670,Bird
2671,Bird
2672,Bird
2673,Airplane
2674,Bird
2675,Airplane
2676,Airplane
2677,Airplane
2678,Airplane
2679,Bird
2680,Bird
2681,Airplane
2682,Airplane
2683,Bird
2684,Bird
2685,Airplane
2686,Airplane
2687,Airplane
2688,Bird
2689,Airplane
2690,Airplane
2691,Bird
2692,Bird
2693,Airplane
2694,Bird
2695,Bird
2696,Bird
2697,Airplane
2698,Airplane
2699,Airplane
2700,Bird
2701,Bird
2702,Airplane
2703,Bird
2704,Airplane
2705,Bird
2706,Airplane
2707,Airplane
2708,Airplane
2709,Airplane
2710,Airplane
2711,Airplane
2712,Bird
2713,Bird
2714,Airplane
2715,Bird
2716,Airplane
2717,Airplane
2718,Bird
2719,Bird
2720,Bird
2721,Airplane
2722,Airplane
2723,Bird
2724,Airplane
2725,Airplane
2726,Airplane
2727,Airplane
2728,Airplane
2729,Airplane
2730,Bird
2731,Bird
2732,Bird
2733,Bird
2734,Airplane
2735,Bird
2736,Airplane
2737,Airplane
2738,Airplane
2739,Bird
2740,Bird
2741,Airplane
2742,Bird
2743,Bird
2744,Bird
2745,Bird
2746,Airplane
2747,Airplane
2748,Airplane
2749,Airplane
2750,Bird
2751,Bird
2752,Bird
2753,Bird
2754,Airplane
2755,Bird
2756,Airplane
2757,Bird
2758,Bird
2759,Bird
2760,Bird
2761,Airplane
2762,Airplane
2763,Airplane
2764,Airplane
2765,Bird
2766,Bird
2767,Airplane
2768,Airplane
2769,Airplane
2770,Bird
2771,Airplane
2772,Bird
2773,Airplane
2774,Bird
2775,Bird
2776,Airplane
2777,Airplane
2778,Bird
2779,Airplane
2780,Bird
2781,Bird
2782,Airplane
2783,Bird
2784,Bird
2785,Bird
2786,Airplane
2787,Airplane
2788,Airplane
2789,Airplane
2790,Bird
2791,Airplane
2792,Airplane
2793,Bird
2794,Airplane
2795,Bird
2796,Airplane
2797,Airplane
2798,Bird
2799,Airplane
2800,Airplane
2801,Bird
2802,Airplane
2803,Airplane
2804,Bird
2805,Bird
2806,Airplane
2807,Bird
2808,Bird
2809,Airplane
2810,Bird
2811,Bird
2812,Airplane
2813,Airplane
2814,Airplane
2815,Airplane
2816,Bird
2817,Bird
2818,Bird
2819,Airplane
2820,Airplane
2821,Airplane
2822,Bird
2823,Bird
2824,Bird
2825,Airplane
2826,Airplane
2827,Airplane
2828,Bird
2829,Airplane
2830,Bird
2831,Airplane
2832,Bird
2833,Airplane
2834,Bird
2835,Bird
2836,Airplane
2837,Bird
2838,Bird
2839,Airplane
2840,Airplane
2841,Airplane
2842,Airplane
2843,Airplane
2844,Airplane
2845,Airplane
2846,Airplane
2847,Bird
2848,Airplane
2849,Airplane
2850,Bird
2851,Airplane
2852,Airplane
2853,Airplane
2854,Airplane
2855,Airplane
2856,Airplane
2857,Airplane
2858,Airplane
2859,Airplane
2860,Airplane
2861,Bird
2862,Airplane
2863,Bird
2864,Airplane
2865,Airplane
2866,Bird
2867,Airplane
2868,Bird
2869,Airplane
2870,Airplane
2871,Bird
2872,Bird
2873,Airplane
2874,Bird
2875,Bird
2876,Airplane
2877,Airplane
2878,Airplane
2879,Airplane
2880,Bird
2881,Airplane
2882,Bird
2883,Airplane
2884,Airplane
2885,Bird
2886,Airplane
2887,Airplane
2888,Bird
2889,Airplane
2890,Bird
2891,Bird
2892,Bird
2893,Airplane
2894,Airplane
2895,Bird
2896,Airplane
2897,Airplane
2898,Bird
2899,Bird
2900,Airplane
2901,Bird
2902,Bird
2903,Airplane
2904,Airplane
2905,Airplane
2906,Bird
2907,Bird
2908,Airplane
2909,Airplane
2910,Airplane
2911,Airplane
2912,Airplane
2913,Airplane
2914,Airplane
2915,Bird
2916,Bird
2917,Bird
2918,Bird
2919,Airplane
2920,Airplane
2921,Airplane
2922,Bird
2923,Airplane
2924,Bird
2925,Airplane
2926,Airplane
2927,Airplane
2928,Airplane
2929,Airplane
2930,Bird
2931,Bird
2932,Airplane
2933,Bird
2934,Bird
2935,Airplane
2936,Bird
2937,Airplane
2938,Airplane
2939,Bird
2940,Bird
2941,Airplane
2942,Bird
2943,Bird
2944,Bird
2945,Bird
2946,Airplane
2947,Bird
2948,Bird
2949,Bird
2950,Airplane
2951,Airplane
2952,Airplane
2953,Airplane
2954,Airplane
2955,Airplane
2956,Airplane
2957,Airplane
2958,Airplane
2959,Bird
2960,Bird
2961,Bird
2962,Bird
2963,Bird
2964,Airplane
2965,Airplane
2966,Airplane
2967,Airplane
2968,Bird
2969,Airplane
2970,Bird
2971,Bird
2972,Bird
2973,Airplane
2974,Airplane
2975,Airplane
2976,Bird
2977,Bird
2978,Bird
2979,Airplane
2980,Bird
2981,Bird
2982,Airplane
2983,Airplane
2984,Airplane
2985,Bird
2986,Airplane
2987,Airplane
2988,Airplane
2989,Airplane
2990,Airplane
2991,Bird
2992,Airplane
2993,Airplane
2994,Bird
2995,Airplane
2996,Bird
2997,Airplane
2998,Bird
2999,Bird
3000,Airplane
3001,Airplane
3002,Bird
3003,Airplane
3004,Bird
3005,Bird
3006,Bird
3007,Bird
3008,Airplane
3009,Airplane
3010,Bird
3011,Airplane
3012,Bird
3013,Bird
3014,Airplane
3015,Bird
3016,Bird
3017,Bird
3018,Airplane
3019,Bird
3020,Bird
3021,Bird
3022,Bird
3023,Airplane
3024,Airplane
3025,Airplane
3026,Airplane
3027,Bird
3028,Airplane
3029,Airplane
3030,Airplane
3031,Bird
3032,Bird
3033,Airplane
3034,Bird
3035,Airplane
3036,Airplane
3037,Bird
3038,Bird
3039,Bird
3040,Airplane
3041,Bird
3042,Airplane
3043,Bird
3044,Airplane
3045,Bird
3046,Bird
3047,Bird
3048,Bird
3049,Bird
3050,Airplane
3051,Bird
3052,Airplane
3053,Airplane
3054,Bird
3055,Airplane
3056,Airplane
3057,Bird
3058,Airplane
3059,Airplane
3060,Airplane
3061,Airplane
3062,Bird
3063,Bird
3064,Bird
3065,Airplane
3066,Airplane
3067,Airplane
3068,Airplane
3069,Airplane
3070,Bird
3071,Airplane
3072,Bird
3073,Bird
3074,Bird
3075,Airplane
3076,Bird
3077,Bird
3078,Airplane
3079,Airplane
3080,Bird
3081,Bird
3082,Bird
3083,Bird
3084,Bird
3085,Airplane
3086,Bird
3087,Bird
3088,Bird
3089,Bird
3090,Airplane
3091,Bird
3092,Airplane
3093,Bird
3094,Bird
3095,Airplane
3096,Bird
3097,Airplane
3098,Bird
3099,Bird
3100,Airplane
3101,Bird
3102,Airplane
3103,Bird
3104,Bird
3105,Airplane
3106,Bird
3107,Airplane
3108,Bird
3109,Bird
3110,Bird
3111,Airplane
3112,Airplane
3113,Bird
3114,Airplane
3115,Airplane
3116,Airplane
3117,Bird
3118,Airplane
3119,Bird
3120,Airplane
3121,Bird
3122,Bird
3123,Bird
3124,Airplane
3125,Airplane
3126,Bird
3127,Bird
3128,Bird
3129,Bird
3130,Airplane
3131,Bird
3132,Airplane
3133,Bird
3134,Bird
3135,Bird
3136,Bird
3137,Bird
3138,Bird
3139,Airplane
3140,Airplane
3141,Airplane
3142,Airplane
3143,Airplane
3144,Bird
3145,Airplane
3146,Airplane
3147,Airplane
3148,Airplane
3149,Airplane
3150,Airplane
3151,Airplane
3152,Bird
3153,Bird
3154,Bird
3155,Airplane
3156,Bird
3157,Airplane
3158,Bird
3159,Bird
3160,Bird
3161,Bird
3162,Airplane
3163,Airplane
3164,Airplane
3165,Bird
3166,Bird
3167,Airplane
3168,Airplane
3169,Bird
3170,Bird
3171,Bird
3172,Airplane
3173,Airplane
3174,Airplane
3175,Bird
3176,Airplane
3177,Airplane
3178,Airplane
3179,Bird
3180,Airplane
3181,Airplane
3182,Bird
3183,Airplane
3184,Airplane
3185,Bird
3186,Bird
3187,Airplane
3188,Bird
3189,Bird
3190,Bird
3191,Airplane
3192,Bird
3193,Bird
3194,Bird
3195,Airplane
3196,Bird
3197,Airplane
3198,Bird
3199,Bird
3200,Bird
3201,Airplane
3202,Bird
3203,Airplane
3204,Bird
3205,Bird
3206,Airplane
3207,Bird
3208,Airplane
3209,Airplane
3210,Bird
3211,Bird
3212,Bird
3213,Bird
3214,Airplane
3215,Bird
3216,Bird
3217,Bird
3218,Bird
3219,Bird
3220,Airplane
3221,Bird
3222,Airplane
3223,Bird
3224,Airplane
3225,Airplane
3226,Airplane
3227,Bird
3228,Bird
3229,Airplane
3230,Airplane
3231,Airplane
3232,Bird
3233,Airplane
3234,Bird
3235,Airplane
3236,Airplane
3237,Bird
3238,Airplane
3239,Bird
3240,Bird
3241,Bird
3242,Airplane
3243,Airplane
3244,Airplane
3245,Airplane
3246,Bird
3247,Bird
3248,Bird
3249,Airplane
3250,Airplane
3251,Bird
3252,Bird
3253,Airplane
3254,Bird
3255,Airplane
3256,Airplane
3257,Airplane
3258,Bird
3259,Airplane
3260,Bird
3261,Bird
3262,Airplane
3263,Bird
3264,Bird
3265,Airplane
3266,Bird
3267,Airplane
3268,Airplane
3269,Bird
3270,Bird
3271,Airplane
3272,Airplane
3273,Airplane
3274,Bird
3275,Bird
3276,Bird
3277,Bird
3278,Airplane
3279,Airplane
3280,Airplane
3281,Bird
3282,Bird
3283,Airplane
3284,Bird
3285,Bird
3286,Airplane
3287,Bird
3288,Airplane
3289,Bird
3290,Bird
3291,Bird
3292,Bird
3293,Airplane
3294,Airplane
3295,Bird
3296,Bird
3297,Bird
3298,Bird
3299,Airplane
3300,Bird
3301,Airplane
3302,Bird
3303,Airplane
3304,Bird
3305,Bird
3306,Airplane
3307,Bird
3308,Airplane
3309,Bird
3310,Airplane
3311,Airplane
3312,Bird
3313,Bird
3314,Airplane
3315,Airplane
3316,Bird
3317,Airplane
3318,Airplane
3319,Bird
3320,Bird
3321,Bird
3322,Bird
3323,Bird
3324,Airplane
3325,Bird
3326,Bird
3327,Bird
3328,Airplane
3329,Airplane
3330,Airplane
3331,Airplane
3332,Airplane
3333,Bird
3334,Bird
3335,Airplane
3336,Airplane
3337,Bird
3338,Bird
3339,Bird
3340,Airplane
3341,Bird
3342,Airplane
3343,Bird
3344,Airplane
3345,Airplane
3346,Bird
3347,Bird
3348,Airplane
3349,Airplane
3350,Airplane
3351,Bird
3352,Bird
3353,Bird
3354,Airplane
3355,Airplane
3356,Bird
3357,Airplane
3358,Airplane
3359,Bird
3360,Airplane
3361,Bird
3362,Airplane
3363,Airplane
3364,Airplane
3365,Bird
3366,Airplane
3367,Airplane
3368,Bird
3369,Bird
3370,Airplane
3371,Bird
3372,Airplane
3373,Airplane
3374,Bird
3375,Airplane
3376,Airplane
3377,Bird
3378,Airplane
3379,Bird
3380,Bird
3381,Bird
3382,Bird
3383,Bird
3384,Bird
3385,Bird
3386,Airplane
3387,Airplane
3388,Airplane
3389,Bird
3390,Bird
3391,Bird
3392,Airplane
3393,Airplane
3394,Bird
3395,Airplane
3396,Airplane
3397,Bird
3398,Bird
3399,Bird
3400,Airplane
3401,Airplane
3402,Bird
3403,Bird
3404,Airplane
3405,Bird
3406,Bird
3407,Bird
3408,Airplane
3409,Bird
3410,Airplane
3411,Bird
3412,Bird
3413,Bird
3414,Airplane
3415,Bird
3416,Airplane
3417,Airplane
3418,Airplane
3419,Bird
3420,Bird
3421,Bird
3422,Airplane
3423,Airplane
3424,Bird
3425,Airplane
3426,Bird
3427,Bird
3428,Bird
3429,Airplane
3430,Bird
3431,Airplane
3432,Airplane
3433,Bird
3434,Bird
3435,Bird
3436,Bird
3437,Airplane
3438,Bird
3439,Bird
3440,Bird
3441,Bird
3442,Airplane
3443,Bird
3444,Bird
3445,Airplane
3446,Bird
3447,Airplane
3448,Airplane
3449,Bird
3450,Airplane
3451,Airplane
3452,Airplane
3453,Bird
3454,Bird
3455,Bird
3456,Bird
3457,Bird
3458,Bird
3459,Bird
3460,Airplane
3461,Airplane
3462,Bird
3463,Bird
3464,Airplane
3465,Bird
3466,Bird
3467,Bird
3468,Bird
3469,Bird
3470,Bird
3471,Bird
3472,Airplane
3473,Bird
3474,Bird
3475,Bird
3476,Airplane
3477,Bird
3478,Airplane
3479,Airplane
3480,Bird
3481,Airplane
3482,Airplane
3483,Bird
3484,Bird
3485,Bird
3486,Airplane
3487,Airplane
3488,Airplane
3489,Bird
3490,Airplane
3491,Airplane
3492,Airplane
3493,Bird
3494,Bird
3495,Bird
3496,Bird
3497,Airplane
3498,Bird
3499,Airplane
3500,Airplane
3501,Bird
3502,Airplane
3503,Airplane
3504,Bird
3505,Bird
3506,Airplane
3507,Bird
3508,Airplane
3509,Airplane
3510,Airplane
3511,Airplane
3512,Bird
3513,Bird
3514,Bird
3515,Airplane
3516,Airplane
3517,Bird
3518,Airplane
3519,Bird
3520,Airplane
3521,Bird
3522,Bird
3523,Airplane
3524,Bird
3525,Bird
3526,Airplane
3527,Airplane
3528,Airplane
3529,Airplane
3530,Airplane
3531,Airplane
3532,Bird
3533,Airplane
3534,Airplane
3535,Bird
3536,Bird
3537,Bird
3538,Airplane
3539,Airplane
3540,Bird
3541,Bird
3542,Airplane
3543,Bird
3544,Airplane
3545,Bird
3546,Airplane
3547,Bird
3548,Airplane
3549,Airplane
3550,Airplane
3551,Bird
3552,Airplane
3553,Bird
3554,Airplane
3555,Bird
3556,Airplane
3557,Airplane
3558,Airplane
3559,Bird
3560,Airplane
3561,Bird
3562,Airplane
3563,Airplane
3564,Bird
3565,Bird
3566,Airplane
3567,Bird
3568,Airplane
3569,Bird
3570,Airplane
3571,Bird
3572,Bird
3573,Airplane
3574,Bird
3575,Airplane
3576,Airplane
3577,Bird
3578,Bird
3579,Bird
3580,Bird
3581,Bird
3582,Airplane
3583,Airplane
3584,Airplane
3585,Airplane
3586,Airplane
3587,Bird
3588,Bird
3589,Bird
3590,Airplane
3591,Bird
3592,Airplane
3593,Bird
3594,Bird
3595,Airplane
3596,Airplane
3597,Bird
3598,Airplane
3599,Bird
3600,Airplane
3601,Airplane
3602,Bird
3603,Bird
3604,Airplane
3605,Airplane
3606,Airplane
3607,Airplane
3608,Airplane
3609,Airplane
3610,Airplane
3611,Bird
3612,Airplane
3613,Bird
3614,Bird
3615,Airplane
3616,Airplane
3617,Airplane
3618,Airplane
3619,Airplane
3620,Airplane
3621,Bird
3622,Airplane
3623,Bird
3624,Bird
3625,Bird
3626,Airplane
3627,Bird
3628,Bird
3629,Airplane
3630,Airplane
3631,Bird
3632,Bird
3633,Airplane
3634,Bird
3635,Bird
3636,Airplane
3637,Airplane
3638,Airplane
3639,Airplane
3640,Bird
3641,Airplane
3642,Airplane
3643,Bird
3644,Bird
3645,Airplane
3646,Airplane
3647,Bird
3648,Airplane
3649,Airplane
3650,Airplane
3651,Airplane
3652,Bird
3653,Bird
3654,Bird
3655,Airplane
3656,Airplane
3657,Airplane
3658,Airplane
3659,Airplane
3660,Bird
3661,Airplane
3662,Bird
3663,Airplane
3664,Airplane
3665,Bird
3666,Bird
3667,Bird
3668,Airplane
3669,Bird
3670,Bird
3671,Bird
3672,Bird
3673,Bird
3674,Bird
3675,Bird
3676,Bird
3677,Airplane
3678,Airplane
3679,Bird
3680,Bird
3681,Airplane
3682,Airplane
3683,Bird
3684,Bird
3685,Bird
3686,Bird
3687,Airplane
3688,Airplane
3689,Bird
3690,Airplane
3691,Bird
3692,Airplane
3693,Bird
3694,Airplane
3695,Airplane
3696,Airplane
3697,Bird
3698,Airplane
3699,Bird
3700,Airplane
3701,Bird
3702,Airplane
3703,Bird
3704,Airplane
3705,Airplane
3706,Bird
3707,Bird
3708,Bird
3709,Bird
3710,Bird
3711,Bird
3712,Bird
3713,Bird
3714,Airplane
3715,Bird
3716,Bird
3717,Airplane
3718,Airplane
3719,Bird
3720,Bird
3721,Bird
3722,Airplane
3723,Airplane
3724,Bird
3725,Bird
3726,Airplane
3727,Airplane
3728,Airplane
3729,Airplane
3730,Airplane
3731,Bird
3732,Airplane
3733,Bird
3734,Bird
3735,Airplane
3736,Bird
3737,Airplane
3738,Bird
3739,Bird
3740,Airplane
3741,Airplane
3742,Airplane
3743,Airplane
3744,Bird
3745,Bird
3746,Airplane
3747,Airplane
3748,Bird
3749,Airplane
3750,Bird
3751,Airplane
3752,Bird
3753,Airplane
3754,Bird
3755,Airplane
3756,Bird
3757,Airplane
3758,Bird
3759,Bird
3760,Bird
3761,Airplane
3762,Bird
3763,Bird
3764,Airplane
3765,Bird
3766,Bird
3767,Airplane
3768,Bird
3769,Bird
3770,Airplane
3771,Airplane
3772,Airplane
3773,Airplane
3774,Bird
3775,Airplane
3776,Airplane
3777,Airplane
3778,Airplane
3779,Airplane
3780,Bird
3781,Bird
3782,Airplane
3783,Airplane
3784,Bird
3785,Bird
3786,Bird
3787,Airplane
3788,Airplane
3789,Airplane
3790,Bird
3791,Bird
3792,Airplane
3793,Airplane
3794,Airplane
3795,Airplane
3796,Airplane
3797,Airplane
3798,Bird
3799,Bird
3800,Airplane
3801,Bird
3802,Bird
3803,Airplane
3804,Bird
3805,Bird
3806,Bird
3807,Bird
3808,Bird
3809,Bird
3810,Airplane
3811,Bird
3812,Airplane
3813,Airplane
3814,Bird
3815,Bird
3816,Bird
3817,Airplane
3818,Bird
3819,Airplane
3820,Bird
3821,Airplane
3822,Airplane
3823,Airplane
3824,Airplane
3825,Bird
3826,Airplane
3827,Airplane
3828,Airplane
3829,Airplane
3830,Airplane
3831,Bird
3832,Airplane
3833,Airplane
3834,Airplane
3835,Bird
3836,Bird
3837,Airplane
3838,Bird
3839,Bird
3840,Bird
3841,Airplane
3842,Bird
3843,Bird
3844,Airplane
3845,Airplane
3846,Bird
3847,Bird
3848,Bird
3849,Bird
3850,Bird
3851,Bird
3852,Airplane
3853,Bird
3854,Airplane
3855,Airplane
